shipment_id,date,origin_hub,destination_hub,carrier,delivery_days_actual,delivery_days_promised,distance_km,weight_kg,cost_usd,on_time_delivery,delay_reason,product_category,season,priority
SHP-01014,2024-01-19,Dallas,Los_Angeles,FastShip,5,2,1503,8.6,50.26,0,capacity,electronics,winter,express
SHP-01015,2024-06-16,San_Antonio,Los_Angeles,FastShip,6,6,1957,6.48,45.34,1,,industrial,summer,standard
SHP-01016,2024-06-09,Dallas,New_York,FastShip,1,1,661,24.9,72.84,1,,industrial,summer,overnight
SHP-01017,2024-01-16,Philadelphia,Houston,MegaFreight,5,5,1000,5.8,12.72,1,,clothing,winter,standard
SHP-01018,2024-03-28,Houston,New_York,MegaFreight,1,1,995,11.88,112.67,1,,perishables,spring,overnight
SHP-01019,2024-06-02,San_Antonio,Houston,MegaFreight,5,6,788,7.17,27.42,1,,industrial,summer,standard
SHP-01020,2024-03-29,Dallas,Philadelphia,FastShip,7,7,1365,36.33,83.71,1,,industrial,spring,standard
SHP-01021,2024-03-28,Philadelphia,Houston,QuickPost,4,2,958,19.25,70.65,0,weather,perishables,spring,express
SHP-01022,2024-03-14,New_York,San_Antonio,MegaFreight,4,5,781,6.22,23.69,1,,clothing,spring,standard
SHP-01023,2024-01-05,San_Antonio,New_York,MegaFreight,5,4,623,10.21,20.83,0,customs,electronics,winter,standard
SHP-01024,2024-02-12,Dallas,Los_Angeles,MegaFreight,2,3,898,89.99,63.34,1,,furniture,winter,standard
SHP-01025,2024-06-03,Chicago,Los_Angeles,MegaFreight,4,1,1125,47.06,101.16,0,weather,industrial,summer,overnight
SHP-01026,2024-05-25,Phoenix,Los_Angeles,QuickPost,4,4,2148,3.35,45.22,1,,clothing,spring,standard
SHP-01027,2024-01-06,Chicago,San_Antonio,LocalEx,5,5,2597,1.9,30.21,1,,clothing,winter,standard
SHP-01028,2024-02-15,Dallas,Chicago,QuickPost,5,6,862,11.13,27.64,1,,electronics,winter,standard
SHP-01029,2024-04-14,San_Antonio,Chicago,FastShip,1,2,2946,8.21,63.67,1,,clothing,spring,express
SHP-01030,2024-03-31,New_York,Dallas,MegaFreight,8,6,1190,3.65,47.03,0,mechanical,electronics,spring,standard
SHP-01031,2024-01-20,New_York,Philadelphia,MegaFreight,8,4,1498,15.02,51.42,0,capacity,industrial,winter,standard
SHP-01032,2024-04-05,Houston,New_York,LocalEx,4,4,1909,5.57,21.23,1,,clothing,spring,standard
SHP-01033,2024-06-27,Phoenix,New_York,MegaFreight,4,5,2095,13.01,58.13,1,,perishables,summer,standard
SHP-01034,2024-04-22,Dallas,Phoenix,MegaFreight,2,3,656,23.43,95.06,1,,industrial,spring,express
SHP-01035,2024-02-19,Philadelphia,Houston,MegaFreight,1,1,1641,5.28,73.92,1,,clothing,winter,overnight
SHP-01036,2024-04-15,New_York,Los_Angeles,MegaFreight,9,7,2114,28.96,91.34,0,other,perishables,spring,standard
SHP-01037,2024-05-14,New_York,San_Antonio,LocalEx,3,3,792,28.95,82.89,1,,industrial,spring,express
SHP-01038,2024-03-08,Chicago,San_Antonio,LocalEx,2,3,775,8.77,64.95,1,,industrial,spring,express
SHP-01039,2024-03-23,Philadelphia,Chicago,QuickPost,6,7,1242,10.56,70.21,1,,perishables,spring,standard
SHP-01040,2024-04-21,Chicago,Phoenix,FastShip,2,3,1196,14.08,50.8,1,,perishables,spring,standard
SHP-01041,2024-02-18,Chicago,Dallas,FastShip,2,3,2194,38.76,96.97,1,,furniture,winter,express
SHP-01042,2024-05-09,Chicago,New_York,QuickPost,6,6,939,8.19,27.03,1,,clothing,spring,standard
SHP-01043,2024-05-11,Los_Angeles,Phoenix,QuickPost,3,3,2191,24.75,150.41,1,,industrial,spring,standard
SHP-01044,2024-03-19,Chicago,Houston,FastShip,1,2,2574,48.44,95.76,1,,industrial,spring,express
SHP-01045,2024-04-30,Houston,New_York,LocalEx,1,1,1156,3.8,37.74,1,,clothing,spring,overnight
SHP-01046,2024-01-12,Los_Angeles,Chicago,MegaFreight,1,1,2710,67.65,355.12,1,,industrial,winter,overnight
SHP-01047,2024-04-15,Phoenix,Houston,FastShip,2,3,1423,45.71,132.65,1,,furniture,spring,express
SHP-01048,2024-03-11,Los_Angeles,Houston,MegaFreight,6,7,880,15.91,38.04,1,,perishables,spring,standard
SHP-01049,2024-02-12,New_York,San_Antonio,QuickPost,6,4,1398,10.37,42.02,0,capacity,clothing,winter,standard
SHP-01050,2024-05-26,Houston,Chicago,FastShip,7,7,1870,13.73,36.46,1,,industrial,spring,standard
SHP-01051,2024-02-28,Houston,Dallas,QuickPost,8,6,1046,4.91,24.07,0,customs,electronics,winter,standard
SHP-01052,2024-06-10,Houston,Chicago,LocalEx,3,3,1335,1.68,22.66,1,,clothing,summer,standard
SHP-01053,2024-03-19,Houston,New_York,LocalEx,3,3,1004,4.65,47.44,1,,clothing,spring,express
SHP-01054,2024-03-05,San_Antonio,Dallas,QuickPost,4,4,1142,31.2,45.53,1,,perishables,spring,standard
SHP-01055,2024-04-27,Dallas,Philadelphia,QuickPost,6,7,885,60.75,45.7,1,,furniture,spring,standard
SHP-01056,2024-03-24,Philadelphia,Los_Angeles,QuickPost,2,3,862,14.33,22.31,1,,perishables,spring,standard
SHP-01057,2024-03-10,Los_Angeles,San_Antonio,FastShip,7,7,3340,12.74,56.21,1,,furniture,spring,standard
SHP-01058,2024-01-15,Chicago,San_Antonio,MegaFreight,3,4,1340,23.68,55.67,1,,industrial,winter,standard
SHP-01059,2024-01-22,Philadelphia,Phoenix,FastShip,4,4,641,2.88,17.62,1,,clothing,winter,standard
SHP-01060,2024-01-05,Phoenix,New_York,LocalEx,5,6,530,67.45,49.84,1,,industrial,winter,standard
SHP-01061,2024-04-16,Chicago,Houston,FastShip,5,5,1877,6.89,35.85,1,,clothing,spring,standard
SHP-01062,2024-04-01,Los_Angeles,Philadelphia,QuickPost,2,3,2039,7.89,58.93,1,,clothing,spring,standard
SHP-01063,2024-01-22,Chicago,New_York,MegaFreight,1,2,1437,13.72,62.2,1,,clothing,winter,express
SHP-01064,2024-06-11,San_Antonio,Dallas,LocalEx,2,3,1164,4.61,50.87,1,,clothing,summer,standard
SHP-01065,2024-03-20,San_Antonio,Houston,MegaFreight,2,2,608,16.56,46.98,1,,electronics,spring,express
SHP-01066,2024-01-28,San_Antonio,Houston,MegaFreight,6,6,628,21.87,20.32,1,,furniture,winter,standard
SHP-01067,2024-03-19,San_Antonio,Houston,MegaFreight,4,4,1485,9.94,46.49,1,,industrial,spring,standard
SHP-01068,2024-02-09,San_Antonio,New_York,FastShip,1,1,587,5.21,33.74,1,,electronics,winter,overnight
SHP-01069,2024-02-04,Chicago,Phoenix,MegaFreight,5,3,1124,76.46,251.49,0,weather,furniture,winter,express
SHP-01070,2024-01-17,Dallas,Houston,LocalEx,5,2,1078,12.03,73.87,0,weather,industrial,winter,express
SHP-01071,2024-02-04,Dallas,San_Antonio,MegaFreight,6,6,1167,48.03,84.17,1,,industrial,winter,standard
SHP-01072,2024-04-02,San_Antonio,Chicago,MegaFreight,3,3,862,32.83,26.3,1,,industrial,spring,standard
SHP-01073,2024-05-12,Chicago,Philadelphia,FastShip,6,6,1185,5.81,40.65,1,,electronics,spring,standard
SHP-01074,2024-06-06,Los_Angeles,New_York,MegaFreight,4,4,972,7.39,32.4,1,,perishables,summer,standard
SHP-01075,2024-03-25,New_York,Chicago,FastShip,6,7,1783,27.92,70.83,1,,furniture,spring,standard
SHP-01076,2024-05-30,New_York,San_Antonio,LocalEx,1,2,1330,25.24,71.07,1,,furniture,spring,express
SHP-01077,2024-02-11,Philadelphia,Los_Angeles,MegaFreight,1,1,1320,30.83,76.85,1,,industrial,winter,overnight
SHP-01078,2024-06-26,New_York,Chicago,MegaFreight,3,3,764,17.62,33.06,1,,clothing,summer,standard
SHP-01079,2024-05-20,New_York,Phoenix,MegaFreight,1,1,1518,26.47,107.66,1,,industrial,spring,overnight
SHP-01080,2024-02-09,New_York,New_York,QuickPost,2,2,751,12.28,101.98,1,,perishables,winter,express
SHP-01081,2024-04-07,San_Antonio,Los_Angeles,FastShip,2,3,497,7.07,22.93,1,,clothing,spring,express
SHP-01082,2024-01-28,Chicago,Philadelphia,FastShip,2,2,1094,14.86,39.81,1,,industrial,winter,express
SHP-01083,2024-06-23,Los_Angeles,Philadelphia,MegaFreight,3,3,1090,18.0,74.24,1,,industrial,summer,express
SHP-01084,2024-04-14,Los_Angeles,Dallas,MegaFreight,3,3,1026,56.33,35.73,1,,furniture,spring,standard
SHP-01085,2024-02-18,San_Antonio,Philadelphia,QuickPost,6,6,896,2.47,11.38,1,,clothing,winter,standard
SHP-01086,2024-03-07,Houston,Philadelphia,FastShip,6,6,1257,5.75,24.22,1,,clothing,spring,standard
SHP-01087,2024-04-18,Houston,New_York,MegaFreight,1,1,3996,24.03,227.87,1,,industrial,spring,overnight
SHP-01088,2024-03-01,Chicago,New_York,FastShip,1,2,1479,33.08,100.55,1,,industrial,spring,express
SHP-01089,2024-03-31,Chicago,New_York,MegaFreight,4,3,956,6.24,21.32,0,weather,electronics,spring,express
SHP-01090,2024-06-17,New_York,Houston,LocalEx,4,4,2581,12.86,50.92,1,,industrial,summer,standard
SHP-01091,2024-03-15,New_York,Houston,LocalEx,5,6,2543,2.97,24.15,1,,electronics,spring,standard
SHP-01092,2024-04-06,Phoenix,Houston,MegaFreight,6,4,1934,14.51,38.08,0,weather,perishables,spring,standard
SHP-01093,2024-01-18,Chicago,Houston,FastShip,3,4,1262,21.25,35.04,1,,industrial,winter,standard
SHP-01094,2024-06-27,Houston,San_Antonio,FastShip,1,2,687,32.2,47.0,1,,industrial,summer,express
SHP-01095,2024-01-02,Philadelphia,San_Antonio,QuickPost,2,3,1647,6.86,33.66,1,,electronics,winter,express
SHP-01096,2024-02-14,Los_Angeles,Dallas,LocalEx,1,2,925,2.79,40.29,1,,clothing,winter,express
SHP-01097,2024-06-23,Houston,San_Antonio,MegaFreight,1,2,935,19.19,82.82,1,,perishables,summer,express
SHP-01098,2024-05-08,Houston,Chicago,LocalEx,9,7,866,19.04,26.97,0,other,industrial,spring,standard
SHP-01099,2024-05-17,Philadelphia,New_York,FastShip,4,5,427,10.61,30.99,1,,industrial,spring,standard
SHP-01100,2024-02-13,New_York,Los_Angeles,LocalEx,3,3,1492,15.92,35.76,1,,perishables,winter,standard
SHP-01101,2024-02-04,Dallas,Houston,LocalEx,3,2,853,16.81,40.26,0,mechanical,clothing,winter,express
SHP-01102,2024-05-03,New_York,Philadelphia,FastShip,3,4,727,34.55,18.24,1,,industrial,spring,standard
SHP-01103,2024-06-08,Chicago,San_Antonio,MegaFreight,2,3,1113,16.11,77.01,1,,perishables,summer,express
SHP-01104,2024-06-28,Phoenix,Chicago,FastShip,3,4,529,38.86,34.17,1,,industrial,summer,standard
SHP-01105,2024-05-07,San_Antonio,Phoenix,FastShip,2,2,621,25.13,45.44,1,,industrial,spring,express
SHP-01106,2024-01-06,Los_Angeles,Phoenix,FastShip,7,7,718,3.47,16.82,1,,clothing,winter,standard
SHP-01107,2024-06-27,Houston,Phoenix,MegaFreight,3,3,857,11.98,26.31,1,,industrial,summer,express
SHP-01108,2024-05-14,Dallas,Houston,FastShip,5,6,1066,20.23,45.76,1,,industrial,spring,standard
SHP-01109,2024-04-02,Chicago,New_York,QuickPost,3,2,570,8.32,36.38,0,weather,industrial,spring,express
SHP-01110,2024-05-26,Philadelphia,Chicago,QuickPost,5,6,1390,4.22,42.12,1,,clothing,spring,standard
SHP-01111,2024-03-30,San_Antonio,Los_Angeles,LocalEx,12,7,1494,174.52,120.64,0,weather,furniture,spring,standard
SHP-01112,2024-01-20,San_Antonio,New_York,LocalEx,2,2,1461,27.6,169.17,1,,industrial,winter,express
SHP-01113,2024-03-30,Chicago,Houston,MegaFreight,3,3,829,3.25,30.52,1,,clothing,spring,express
SHP-01114,2024-02-25,Houston,New_York,MegaFreight,6,4,713,17.94,28.25,0,weather,industrial,winter,standard
SHP-01115,2024-04-05,Los_Angeles,Chicago,MegaFreight,2,3,695,4.91,32.86,1,,clothing,spring,express
SHP-01116,2024-04-06,Chicago,Philadelphia,LocalEx,4,5,715,5.32,22.35,1,,electronics,spring,standard
SHP-01117,2024-03-24,Houston,New_York,FastShip,6,6,2654,17.78,100.06,1,,furniture,spring,standard
SHP-01118,2024-06-08,Houston,Los_Angeles,LocalEx,5,2,1145,6.16,33.49,0,weather,electronics,summer,express
SHP-01119,2024-04-22,San_Antonio,Philadelphia,MegaFreight,3,4,643,34.94,21.95,1,,industrial,spring,standard
SHP-01120,2024-03-24,New_York,San_Antonio,FastShip,5,5,551,4.36,10.46,1,,clothing,spring,standard
SHP-01121,2024-03-27,Phoenix,San_Antonio,LocalEx,1,1,1736,36.6,98.57,1,,furniture,spring,overnight
SHP-01122,2024-06-20,Chicago,Los_Angeles,MegaFreight,5,5,2030,36.84,83.47,1,,industrial,summer,standard
SHP-01123,2024-03-29,Philadelphia,New_York,LocalEx,2,3,1081,13.3,39.77,1,,electronics,spring,standard
SHP-01124,2024-05-07,Philadelphia,Houston,LocalEx,5,6,1087,70.56,80.8,1,,furniture,spring,standard
SHP-01125,2024-03-02,Chicago,Los_Angeles,FastShip,2,3,1456,18.1,40.84,1,,perishables,spring,standard
SHP-01126,2024-06-08,Philadelphia,Phoenix,QuickPost,3,1,599,15.32,61.65,0,weather,furniture,summer,overnight
SHP-01127,2024-02-15,Phoenix,Chicago,FastShip,3,3,3084,22.45,75.85,1,,industrial,winter,standard
SHP-01128,2024-04-05,Philadelphia,Houston,QuickPost,2,2,1366,5.6,29.23,1,,clothing,spring,express
SHP-01129,2024-05-18,Houston,Dallas,FastShip,7,7,863,25.55,48.07,1,,furniture,spring,standard
SHP-01130,2024-06-11,Los_Angeles,Houston,FastShip,3,3,989,3.69,16.61,1,,electronics,summer,standard
SHP-01131,2024-05-10,Houston,Phoenix,MegaFreight,6,6,669,4.54,24.42,1,,electronics,spring,standard
SHP-01132,2024-03-05,New_York,Philadelphia,QuickPost,5,6,1132,38.9,53.25,1,,industrial,spring,standard
SHP-01133,2024-06-23,New_York,Houston,FastShip,8,5,589,23.56,14.2,0,other,industrial,summer,standard
SHP-01134,2024-05-19,Los_Angeles,Chicago,LocalEx,5,5,1122,7.54,45.73,1,,clothing,spring,standard
SHP-01135,2024-04-03,Philadelphia,San_Antonio,MegaFreight,5,3,853,7.72,30.66,0,customs,electronics,spring,standard
SHP-01136,2024-03-13,Dallas,Philadelphia,MegaFreight,2,3,1253,24.03,50.95,1,,perishables,spring,express
SHP-01137,2024-05-02,Dallas,Chicago,MegaFreight,6,7,722,2.29,21.08,1,,clothing,spring,standard
SHP-01138,2024-03-11,Philadelphia,Dallas,LocalEx,2,3,1087,13.47,22.32,1,,industrial,spring,standard
SHP-01139,2024-01-17,Los_Angeles,Philadelphia,LocalEx,5,5,1269,3.33,34.35,1,,clothing,winter,standard
SHP-01140,2024-04-25,New_York,Houston,FastShip,2,2,1148,35.4,47.45,1,,furniture,spring,express
SHP-01141,2024-03-04,Philadelphia,Los_Angeles,LocalEx,6,7,1102,21.19,45.33,1,,industrial,spring,standard
SHP-01142,2024-04-27,Phoenix,New_York,LocalEx,4,4,1103,70.59,67.53,1,,industrial,spring,standard
SHP-01143,2024-05-13,New_York,San_Antonio,LocalEx,5,6,1269,11.27,16.69,1,,perishables,spring,standard
SHP-01144,2024-04-01,Houston,Los_Angeles,MegaFreight,3,3,2302,3.06,42.69,1,,electronics,spring,standard
SHP-01145,2024-02-16,Houston,Phoenix,MegaFreight,5,6,1155,6.89,32.63,1,,clothing,winter,standard
SHP-01146,2024-01-27,Dallas,Los_Angeles,FastShip,4,5,1992,37.14,81.1,1,,industrial,winter,standard
SHP-01147,2024-06-17,Chicago,Houston,FastShip,3,3,895,13.71,24.48,1,,clothing,summer,express
SHP-01148,2024-06-19,New_York,Los_Angeles,FastShip,6,6,757,3.27,24.32,1,,clothing,summer,standard
SHP-01149,2024-05-20,Chicago,Los_Angeles,MegaFreight,1,2,1752,29.29,96.42,1,,perishables,spring,express
SHP-01150,2024-02-14,Philadelphia,Phoenix,FastShip,2,3,2448,5.83,84.83,1,,clothing,winter,express
SHP-01151,2024-01-13,Chicago,Phoenix,LocalEx,2,3,2584,11.9,59.58,1,,electronics,winter,express
SHP-01152,2024-05-22,Houston,Philadelphia,FastShip,4,4,1675,4.47,20.3,1,,clothing,spring,standard
SHP-01153,2024-03-19,Los_Angeles,Phoenix,QuickPost,5,3,1512,38.09,114.64,0,weather,furniture,spring,express
SHP-01154,2024-03-12,San_Antonio,New_York,QuickPost,6,3,1227,6.56,55.48,0,customs,electronics,spring,standard
SHP-01155,2024-05-13,New_York,Philadelphia,FastShip,4,5,2542,5.55,68.64,1,,electronics,spring,standard
SHP-01156,2024-03-27,Houston,New_York,LocalEx,4,3,757,13.19,39.21,0,mechanical,perishables,spring,express
SHP-01157,2024-02-11,Dallas,Philadelphia,FastShip,6,6,1233,22.18,99.37,1,,electronics,winter,standard
SHP-01158,2024-06-21,Houston,Los_Angeles,MegaFreight,5,5,1608,13.13,50.61,1,,electronics,summer,standard
SHP-01159,2024-05-31,Los_Angeles,Houston,MegaFreight,6,7,3100,17.35,109.59,1,,furniture,spring,standard
SHP-01160,2024-06-22,Houston,Chicago,LocalEx,2,2,1785,28.42,146.0,1,,industrial,summer,express
SHP-01161,2024-06-18,New_York,Phoenix,MegaFreight,6,6,912,6.91,17.91,1,,electronics,summer,standard
SHP-01162,2024-06-06,Chicago,New_York,QuickPost,2,3,855,35.7,58.04,1,,perishables,summer,express
SHP-01163,2024-06-14,New_York,Philadelphia,FastShip,2,3,792,24.59,46.55,1,,perishables,summer,standard
SHP-01164,2024-01-12,New_York,Los_Angeles,MegaFreight,2,3,996,7.83,30.98,1,,electronics,winter,standard
SHP-01165,2024-05-27,Chicago,Philadelphia,QuickPost,3,3,432,17.01,42.84,1,,industrial,spring,express
SHP-01166,2024-04-17,Phoenix,Los_Angeles,LocalEx,5,3,865,6.75,37.35,0,weather,clothing,spring,express
SHP-01167,2024-06-03,Chicago,Los_Angeles,FastShip,6,7,1441,4.88,25.72,1,,clothing,summer,standard
SHP-01168,2024-04-29,Houston,Phoenix,FastShip,5,4,867,3.71,32.47,0,other,clothing,spring,standard
SHP-01169,2024-05-06,New_York,Philadelphia,FastShip,2,3,1239,53.04,45.59,1,,industrial,spring,express
SHP-01170,2024-04-19,Los_Angeles,Dallas,QuickPost,3,3,810,4.6,30.18,1,,electronics,spring,express
SHP-01171,2024-02-15,Los_Angeles,New_York,MegaFreight,2,3,1447,5.93,134.77,1,,clothing,winter,express
SHP-01172,2024-05-04,Chicago,Philadelphia,FastShip,2,3,1046,13.26,79.26,1,,industrial,spring,standard
SHP-01173,2024-02-07,Philadelphia,Los_Angeles,MegaFreight,3,3,1069,25.04,40.98,1,,industrial,winter,standard
SHP-01174,2024-04-24,Chicago,San_Antonio,FastShip,1,2,1045,11.45,52.0,1,,electronics,spring,express
SHP-01175,2024-04-19,New_York,New_York,FastShip,3,3,1037,3.8,17.2,1,,clothing,spring,standard
SHP-01176,2024-04-09,Houston,Los_Angeles,QuickPost,9,3,572,16.46,38.02,0,weather,electronics,spring,express
SHP-01177,2024-05-23,Phoenix,Chicago,FastShip,8,6,1027,32.61,34.76,0,weather,industrial,spring,standard
SHP-01178,2024-03-27,New_York,Chicago,QuickPost,8,5,1224,8.94,17.31,0,weather,furniture,spring,standard
SHP-01179,2024-04-19,Los_Angeles,Philadelphia,MegaFreight,3,3,1103,3.48,29.61,1,,clothing,spring,standard
SHP-01180,2024-04-24,Chicago,Los_Angeles,QuickPost,7,4,1238,6.88,22.39,0,customs,perishables,spring,standard
SHP-01181,2024-03-18,Houston,Houston,MegaFreight,4,4,750,3.43,14.88,1,,electronics,spring,standard
SHP-01182,2024-03-18,Phoenix,Philadelphia,MegaFreight,2,3,1962,21.46,43.93,1,,furniture,spring,standard
SHP-01183,2024-05-29,Chicago,Dallas,FastShip,3,3,1391,16.71,31.7,1,,industrial,spring,standard
SHP-01184,2024-03-23,Phoenix,Dallas,MegaFreight,5,5,1127,4.05,22.99,1,,clothing,spring,standard
SHP-01185,2024-04-20,Dallas,Los_Angeles,QuickPost,6,6,1204,2.5,25.02,1,,clothing,spring,standard
SHP-01186,2024-06-13,Los_Angeles,Dallas,QuickPost,3,4,1076,28.12,46.03,1,,perishables,summer,standard
SHP-01187,2024-01-29,Houston,Phoenix,MegaFreight,4,3,1287,59.55,84.28,0,weather,industrial,winter,express
SHP-01188,2024-05-09,Philadelphia,Phoenix,LocalEx,1,2,1261,76.97,153.67,1,,furniture,spring,express
SHP-01189,2024-05-02,Houston,Los_Angeles,MegaFreight,7,4,741,5.15,34.51,0,mechanical,clothing,spring,standard
SHP-01190,2024-01-23,New_York,San_Antonio,QuickPost,4,5,600,5.2,12.3,1,,clothing,winter,standard
SHP-01191,2024-06-25,Chicago,Houston,FastShip,2,3,1515,8.67,63.0,1,,clothing,summer,express
SHP-01192,2024-05-26,New_York,Houston,FastShip,2,3,1373,7.82,27.46,1,,electronics,spring,standard
SHP-01193,2024-03-31,Los_Angeles,Philadelphia,FastShip,6,6,1473,3.81,21.31,1,,clothing,spring,standard
SHP-01194,2024-04-07,New_York,San_Antonio,FastShip,10,7,275,5.24,6.13,0,mechanical,electronics,spring,standard
SHP-01195,2024-06-17,Dallas,Chicago,MegaFreight,4,2,1569,6.17,83.63,0,capacity,clothing,summer,express
SHP-01196,2024-03-09,New_York,Chicago,MegaFreight,1,2,1101,8.77,45.69,1,,electronics,spring,express
SHP-01197,2024-01-27,Dallas,Chicago,MegaFreight,7,7,1422,12.23,43.54,1,,clothing,winter,standard
SHP-01198,2024-01-23,Dallas,Chicago,FastShip,5,4,977,6.12,36.8,0,weather,clothing,winter,standard
SHP-01199,2024-05-05,Phoenix,New_York,FastShip,2,3,2401,13.98,44.98,1,,perishables,spring,standard
SHP-01200,2024-01-22,Houston,Dallas,FastShip,3,3,326,38.59,30.4,1,,furniture,winter,express
SHP-01201,2024-06-04,Dallas,New_York,MegaFreight,6,6,1485,77.95,92.25,1,,industrial,summer,standard
SHP-01202,2024-01-30,Houston,New_York,MegaFreight,5,2,1410,2.99,41.62,0,customs,clothing,winter,express
SHP-01203,2024-03-19,Los_Angeles,Philadelphia,MegaFreight,1,1,679,15.75,91.25,1,,industrial,spring,overnight
SHP-01204,2024-05-15,New_York,Chicago,QuickPost,7,7,1519,23.88,51.3,1,,industrial,spring,standard
SHP-01205,2024-02-05,Los_Angeles,Chicago,QuickPost,3,3,1233,36.94,49.46,1,,industrial,winter,standard
SHP-01206,2024-05-22,Phoenix,Dallas,FastShip,1,2,580,36.87,19.8,1,,furniture,spring,express
SHP-01207,2024-05-17,Chicago,New_York,QuickPost,4,5,1338,5.51,15.74,1,,electronics,spring,standard
SHP-01208,2024-01-21,Los_Angeles,Chicago,FastShip,6,7,2439,57.34,64.8,1,,industrial,winter,standard
SHP-01209,2024-03-12,Chicago,New_York,MegaFreight,1,1,879,6.51,43.75,1,,clothing,spring,overnight
SHP-01210,2024-03-12,Los_Angeles,Philadelphia,LocalEx,6,1,973,17.91,132.52,0,capacity,industrial,spring,overnight
SHP-01211,2024-04-22,New_York,Phoenix,QuickPost,6,7,816,3.54,20.16,1,,electronics,spring,standard
SHP-01212,2024-01-14,New_York,Houston,MegaFreight,10,6,1222,3.46,35.93,0,customs,clothing,winter,standard
SHP-01213,2024-05-13,Chicago,Dallas,FastShip,3,4,863,22.11,44.82,1,,industrial,spring,standard
SHP-01214,2024-02-09,Chicago,Phoenix,QuickPost,3,3,1221,14.17,75.22,1,,clothing,winter,express
SHP-01215,2024-04-12,Los_Angeles,Houston,LocalEx,8,7,685,16.95,60.97,0,weather,furniture,spring,standard
SHP-01216,2024-02-02,Houston,Chicago,MegaFreight,8,7,587,6.32,24.98,0,weather,electronics,winter,standard
SHP-01217,2024-02-22,Houston,Chicago,MegaFreight,5,1,559,19.97,85.18,0,other,clothing,winter,overnight
SHP-01218,2024-02-02,New_York,San_Antonio,FastShip,5,3,1718,39.71,66.08,0,weather,industrial,winter,standard
SHP-01219,2024-02-23,Los_Angeles,San_Antonio,MegaFreight,4,5,4736,9.54,86.42,1,,electronics,winter,standard
SHP-01220,2024-02-23,Phoenix,New_York,MegaFreight,3,3,659,59.41,45.78,1,,industrial,winter,express
SHP-01221,2024-05-26,Phoenix,Dallas,FastShip,11,7,1148,24.18,94.33,0,other,industrial,spring,standard
SHP-01222,2024-05-25,Phoenix,New_York,QuickPost,4,4,1241,6.87,17.06,1,,electronics,spring,standard
SHP-01223,2024-05-05,Phoenix,Los_Angeles,LocalEx,4,5,875,19.68,31.46,1,,industrial,spring,standard
SHP-01224,2024-05-25,Phoenix,Dallas,QuickPost,3,3,882,2.95,28.44,1,,clothing,spring,standard
